2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  __main__ : main_comm:39 | ------------------------------comm_start------------------------------
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:185 | send串口COM1连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:220 | send串口COM1连接成功
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:157 | communication_com_communication通讯配置文件读取成功。
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:185 | receive串口COM3连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:220 | receive串口COM3连接成功
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:157 | communication_com_communication通讯配置文件读取成功。
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:185 | send串口COM5连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:220 | send串口COM5连接成功
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:157 | communication_com_communication通讯配置文件读取成功。
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:185 | receive串口COM7连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:220 | receive串口COM7连接成功
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:157 | communication_com_communication通讯配置文件读取成功。
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:185 | send串口COM6连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:220 | send串口COM6连接成功
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:157 | communication_com_communication通讯配置文件读取成功。
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:185 | receive串口COM9连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:220 | receive串口COM9连接成功
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:157 | communication_com_communication通讯配置文件读取成功。
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:185 | send串口COM8连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:220 | send串口COM8连接成功
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:157 | communication_com_communication通讯配置文件读取成功。
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:185 | receive串口COM11连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:220 | receive串口COM11连接成功
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:157 | communication_com_communication通讯配置文件读取成功。
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:185 | send串口COM10连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:220 | send串口COM10连接成功
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:157 | communication_com_communication通讯配置文件读取成功。
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:185 | receive串口COM13连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:220 | receive串口COM13连接成功
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:157 | communication_com_communication通讯配置文件读取成功。
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:185 | send串口COM12连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:220 | send串口COM12连接成功
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:157 | communication_com_communication通讯配置文件读取成功。
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:185 | receive串口COM15连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:220 | receive串口COM15连接成功
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:157 | communication_com_communication通讯配置文件读取成功。
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:185 | send串口COM14连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:220 | send串口COM14连接成功
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:157 | communication_com_communication通讯配置文件读取成功。
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:185 | receive串口COM17连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:220 | receive串口COM17连接成功
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:157 | communication_com_communication通讯配置文件读取成功。
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:185 | send串口COM16连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:220 | send串口COM16连接成功
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  communication.communication_com : communication_com:43 | communication_com_store_data通讯配置文件读取成功。
2025-05-20 19:00:23 | INFO |MainProcess | MainThread |  __main__ : main_comm:18 | start serial port communication!
2025-05-20 19:00:23 | INFO |MainProcess | Thread-1 |  communication.communication_com : communication_com:286 | receive串口COM2开始接收数据
2025-05-20 19:00:23 | INFO |MainProcess | Thread-3 |  communication.communication_com : communication_com:286 | receive串口COM3开始接收数据
2025-05-20 19:00:23 | INFO |MainProcess | Thread-5 |  communication.communication_com : communication_com:286 | receive串口COM7开始接收数据
2025-05-20 19:00:23 | INFO |MainProcess | Thread-7 |  communication.communication_com : communication_com:286 | receive串口COM9开始接收数据
2025-05-20 19:00:23 | INFO |MainProcess | Thread-9 |  communication.communication_com : communication_com:286 | receive串口COM11开始接收数据
2025-05-20 19:00:23 | INFO |MainProcess | Thread-11 |  communication.communication_com : communication_com:286 | receive串口COM13开始接收数据
2025-05-20 19:00:23 | INFO |MainProcess | Thread-13 |  communication.communication_com : communication_com:286 | receive串口COM15开始接收数据
2025-05-20 19:00:23 | INFO |MainProcess | Thread-15 |  communication.communication_com : communication_com:286 | receive串口COM17开始接收数据
2025-05-20 19:00:23 | INFO |MainProcess | Thread-2 |  communication.communication_com : communication_com:264 | send串口COM1开始发送数据
2025-05-20 19:00:23 | INFO |MainProcess | Thread-4 |  communication.communication_com : communication_com:264 | send串口COM5开始发送数据
2025-05-20 19:00:23 | INFO |MainProcess | Thread-2 |  communication.communication_com : communication_com:275 | send串口COM1发送数据: {"data": "-34.363047685801035", "index": 0}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-6 |  communication.communication_com : communication_com:264 | send串口COM6开始发送数据
2025-05-20 19:00:23 | INFO |MainProcess | Thread-4 |  communication.communication_com : communication_com:275 | send串口COM5发送数据: {"data": "58.93582483059379", "index": 1}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-8 |  communication.communication_com : communication_com:264 | send串口COM8开始发送数据
2025-05-20 19:00:23 | INFO |MainProcess | Thread-6 |  communication.communication_com : communication_com:275 | send串口COM6发送数据: {"data": "-51.85094497447995", "index": 2}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-1 |  communication.communication_com : communication_com:303 | receive串口COM2接收数据: {"data": "-34.363047685801035", "index": 0}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-10 |  communication.communication_com : communication_com:264 | send串口COM10开始发送数据
2025-05-20 19:00:23 | INFO |MainProcess | Thread-12 |  communication.communication_com : communication_com:264 | send串口COM12开始发送数据
2025-05-20 19:00:23 | INFO |MainProcess | Thread-8 |  communication.communication_com : communication_com:275 | send串口COM8发送数据: {"data": "-2.0686319874380246", "index": 3}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-3 |  communication.communication_com : communication_com:303 | receive串口COM3接收数据: {"data": "58.93582483059379", "index": 1}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-14 |  communication.communication_com : communication_com:264 | send串口COM14开始发送数据
2025-05-20 19:00:23 | INFO |MainProcess | Thread-16 |  communication.communication_com : communication_com:264 | send串口COM16开始发送数据
2025-05-20 19:00:23 | INFO |MainProcess | Thread-5 |  communication.communication_com : communication_com:303 | receive串口COM7接收数据: {"data": "-51.85094497447995", "index": 2}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-10 |  communication.communication_com : communication_com:275 | send串口COM10发送数据: {"data": "16.403133047041067", "index": 4}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-17 |  communication.communication_com : communication_com:58 | 存储数据线程开始工作
2025-05-20 19:00:23 | INFO |MainProcess | Thread-12 |  communication.communication_com : communication_com:275 | send串口COM12发送数据: {"data": "54.9734595325431", "index": 5}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-7 |  communication.communication_com : communication_com:303 | receive串口COM9接收数据: {"data": "-2.0686319874380246", "index": 3}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-14 |  communication.communication_com : communication_com:275 | send串口COM14发送数据: {"data": "-36.32992107250628", "index": 6}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-16 |  communication.communication_com : communication_com:275 | send串口COM16发送数据: {"data": "76.072021579678", "index": 7}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-9 |  communication.communication_com : communication_com:303 | receive串口COM11接收数据: {"data": "16.403133047041067", "index": 4}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-17 |  communication.communication_com : communication_com:99 | 存储数据线程开始存储数据: {"data": "-2.0686319874380246", "index": 3}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-11 |  communication.communication_com : communication_com:303 | receive串口COM13接收数据: {"data": "54.9734595325431", "index": 5}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-13 |  communication.communication_com : communication_com:303 | receive串口COM15接收数据: {"data": "-36.32992107250628", "index": 6}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-15 |  communication.communication_com : communication_com:303 | receive串口COM17接收数据: {"data": "76.072021579678", "index": 7}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:28 | 目录 './data/charts/port_COM9/2025/21week/' 创建成功或已存在。
2025-05-20 19:00:23 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:48 | 文件 './data/charts/port_COM9/2025/21week/2.txt' 成功创建或写入。
2025-05-20 19:00:23 | INFO |MainProcess | Thread-17 |  communication.communication_com : communication_com:99 | 存储数据线程开始存储数据: {"data": "16.403133047041067", "index": 4}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:28 | 目录 './data/charts/port_COM11/2025/21week/' 创建成功或已存在。
2025-05-20 19:00:23 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:48 | 文件 './data/charts/port_COM11/2025/21week/2.txt' 成功创建或写入。
2025-05-20 19:00:23 | INFO |MainProcess | Thread-17 |  communication.communication_com : communication_com:99 | 存储数据线程开始存储数据: {"data": "54.9734595325431", "index": 5}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:28 | 目录 './data/charts/port_COM13/2025/21week/' 创建成功或已存在。
2025-05-20 19:00:23 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:48 | 文件 './data/charts/port_COM13/2025/21week/2.txt' 成功创建或写入。
2025-05-20 19:00:23 | INFO |MainProcess | Thread-17 |  communication.communication_com : communication_com:99 | 存储数据线程开始存储数据: {"data": "-36.32992107250628", "index": 6}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:28 | 目录 './data/charts/port_COM15/2025/21week/' 创建成功或已存在。
2025-05-20 19:00:23 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:48 | 文件 './data/charts/port_COM15/2025/21week/2.txt' 成功创建或写入。
2025-05-20 19:00:23 | INFO |MainProcess | Thread-17 |  communication.communication_com : communication_com:99 | 存储数据线程开始存储数据: {"data": "76.072021579678", "index": 7}
2025-05-20 19:00:23 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:28 | 目录 './data/charts/port_COM17/2025/21week/' 创建成功或已存在。
2025-05-20 19:00:23 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:48 | 文件 './data/charts/port_COM17/2025/21week/2.txt' 成功创建或写入。
2025-05-20 19:00:24 | INFO |MainProcess | Thread-4 |  communication.communication_com : communication_com:275 | send串口COM5发送数据: {"data": "-83.98431401893407", "index": 1}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-2 |  communication.communication_com : communication_com:275 | send串口COM1发送数据: {"data": "23.707785906373317", "index": 0}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-10 |  communication.communication_com : communication_com:275 | send串口COM10发送数据: {"data": "-73.00995312168331", "index": 4}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-12 |  communication.communication_com : communication_com:275 | send串口COM12发送数据: {"data": "54.3716706672366", "index": 5}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-16 |  communication.communication_com : communication_com:275 | send串口COM16发送数据: {"data": "-31.594553824879014", "index": 7}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-14 |  communication.communication_com : communication_com:275 | send串口COM14发送数据: {"data": "-59.81753703903856", "index": 6}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-8 |  communication.communication_com : communication_com:275 | send串口COM8发送数据: {"data": "-12.051320333828315", "index": 3}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-6 |  communication.communication_com : communication_com:275 | send串口COM6发送数据: {"data": "-20.573009009911942", "index": 2}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-3 |  communication.communication_com : communication_com:303 | receive串口COM3接收数据: {"data": "-83.98431401893407", "index": 1}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-1 |  communication.communication_com : communication_com:303 | receive串口COM2接收数据: {"data": "23.707785906373317", "index": 0}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-9 |  communication.communication_com : communication_com:303 | receive串口COM11接收数据: {"data": "-73.00995312168331", "index": 4}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.communication_com : communication_com:99 | 存储数据线程开始存储数据: {"data": "-83.98431401893407", "index": 1}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-15 |  communication.communication_com : communication_com:303 | receive串口COM17接收数据: {"data": "-31.594553824879014", "index": 7}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-11 |  communication.communication_com : communication_com:303 | receive串口COM13接收数据: {"data": "54.3716706672366", "index": 5}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-13 |  communication.communication_com : communication_com:303 | receive串口COM15接收数据: {"data": "-59.81753703903856", "index": 6}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-5 |  communication.communication_com : communication_com:303 | receive串口COM7接收数据: {"data": "-20.573009009911942", "index": 2}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-7 |  communication.communication_com : communication_com:303 | receive串口COM9接收数据: {"data": "-12.051320333828315", "index": 3}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:28 | 目录 './data/charts/port_COM3/2025/21week/' 创建成功或已存在。
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:48 | 文件 './data/charts/port_COM3/2025/21week/2.txt' 成功创建或写入。
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.communication_com : communication_com:99 | 存储数据线程开始存储数据: {"data": "23.707785906373317", "index": 0}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:28 | 目录 './data/charts/port_COM2/2025/21week/' 创建成功或已存在。
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:48 | 文件 './data/charts/port_COM2/2025/21week/2.txt' 成功创建或写入。
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.communication_com : communication_com:99 | 存储数据线程开始存储数据: {"data": "-73.00995312168331", "index": 4}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:48 | 文件 './data/charts/port_COM11/2025/21week/2.txt' 成功创建或写入。
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.communication_com : communication_com:99 | 存储数据线程开始存储数据: {"data": "-31.594553824879014", "index": 7}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:48 | 文件 './data/charts/port_COM17/2025/21week/2.txt' 成功创建或写入。
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.communication_com : communication_com:99 | 存储数据线程开始存储数据: {"data": "54.3716706672366", "index": 5}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:48 | 文件 './data/charts/port_COM13/2025/21week/2.txt' 成功创建或写入。
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.communication_com : communication_com:99 | 存储数据线程开始存储数据: {"data": "-59.81753703903856", "index": 6}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:48 | 文件 './data/charts/port_COM15/2025/21week/2.txt' 成功创建或写入。
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.communication_com : communication_com:99 | 存储数据线程开始存储数据: {"data": "-20.573009009911942", "index": 2}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:28 | 目录 './data/charts/port_COM7/2025/21week/' 创建成功或已存在。
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:48 | 文件 './data/charts/port_COM7/2025/21week/2.txt' 成功创建或写入。
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.communication_com : communication_com:99 | 存储数据线程开始存储数据: {"data": "-12.051320333828315", "index": 3}
2025-05-20 19:00:24 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:48 | 文件 './data/charts/port_COM9/2025/21week/2.txt' 成功创建或写入。
2025-05-20 19:00:25 | INFO |MainProcess | Thread-4 |  communication.communication_com : communication_com:275 | send串口COM5发送数据: {"data": "75.41289743266705", "index": 1}
2025-05-20 19:00:25 | INFO |MainProcess | Thread-2 |  communication.communication_com : communication_com:275 | send串口COM1发送数据: {"data": "69.98005193451945", "index": 0}
2025-05-20 19:00:25 | INFO |MainProcess | Thread-10 |  communication.communication_com : communication_com:275 | send串口COM10发送数据: {"data": "7.622973848217441", "index": 4}
2025-05-20 19:00:25 | INFO |MainProcess | Thread-12 |  communication.communication_com : communication_com:275 | send串口COM12发送数据: {"data": "-54.71620211015731", "index": 5}
2025-05-20 19:00:25 | INFO |MainProcess | Thread-14 |  communication.communication_com : communication_com:275 | send串口COM14发送数据: {"data": "63.64239029490548", "index": 6}
2025-05-20 19:00:25 | INFO |MainProcess | Thread-16 |  communication.communication_com : communication_com:275 | send串口COM16发送数据: {"data": "-75.44094768098961", "index": 7}
2025-05-20 19:00:25 | INFO |MainProcess | Thread-8 |  communication.communication_com : communication_com:275 | send串口COM8发送数据: {"data": "-30.461050887997487", "index": 3}
2025-05-20 19:00:25 | INFO |MainProcess | Thread-6 |  communication.communication_com : communication_com:275 | send串口COM6发送数据: {"data": "-13.999312505616828", "index": 2}
2025-05-20 19:00:26 | INFO |MainProcess | Thread-9 |  communication.communication_com : communication_com:303 | receive串口COM11接收数据: {"data": "7.622973848217441", "index": 4}
2025-05-20 19:00:26 | INFO |MainProcess | Thread-17 |  communication.communication_com : communication_com:99 | 存储数据线程开始存储数据: {"data": "7.622973848217441", "index": 4}
2025-05-20 19:00:26 | INFO |MainProcess | Thread-1 |  communication.communication_com : communication_com:303 | receive串口COM2接收数据: {"data": "69.98005193451945", "index": 0}
2025-05-20 19:00:26 | INFO |MainProcess | Thread-3 |  communication.communication_com : communication_com:303 | receive串口COM3接收数据: {"data": "75.41289743266705", "index": 1}
2025-05-20 19:00:26 | INFO |MainProcess | Thread-13 |  communication.communication_com : communication_com:303 | receive串口COM15接收数据: {"data": "63.64239029490548", "index": 6}
2025-05-20 19:00:26 | INFO |MainProcess | Thread-15 |  communication.communication_com : communication_com:303 | receive串口COM17接收数据: {"data": "-75.44094768098961", "index": 7}
2025-05-20 19:00:26 | INFO |MainProcess | Thread-11 |  communication.communication_com : communication_com:303 | receive串口COM13接收数据: {"data": "-54.71620211015731", "index": 5}
2025-05-20 19:00:26 | INFO |MainProcess | Thread-7 |  communication.communication_com : communication_com:303 | receive串口COM9接收数据: {"data": "-30.461050887997487", "index": 3}
2025-05-20 19:00:26 | INFO |MainProcess | Thread-5 |  communication.communication_com : communication_com:303 | receive串口COM7接收数据: {"data": "-13.999312505616828", "index": 2}
2025-05-20 19:00:26 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:48 | 文件 './data/charts/port_COM11/2025/21week/2.txt' 成功创建或写入。
2025-05-20 19:00:26 | INFO |MainProcess | Thread-17 |  communication.communication_com : communication_com:99 | 存储数据线程开始存储数据: {"data": "69.98005193451945", "index": 0}
2025-05-20 19:00:26 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:48 | 文件 './data/charts/port_COM2/2025/21week/2.txt' 成功创建或写入。
2025-05-20 19:00:26 | INFO |MainProcess | Thread-17 |  communication.communication_com : communication_com:99 | 存储数据线程开始存储数据: {"data": "75.41289743266705", "index": 1}
2025-05-20 19:00:26 | INFO |MainProcess | Thread-17 |  communication.util.folder_util : folder_util:48 | 文件 './data/charts/port_COM3/2025/21week/2.txt' 成功创建或写入。
2025-05-20 19:00:26 | INFO |MainProcess | Thread-17 |  communication.communication_com : communication_com:99 | 存储数据线程开始存储数据: {"data": "63.64239029490548", "index": 6}
