2025-06-13 09:45:55 | INFO |p_comm | MainThread |  main_comm : main_comm:44 | ------------------------------comm_start------------------------------
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:158 | communication_com_communication通讯配置文件读取成功。
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:186 | send串口COM8连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:221 | send串口COM8连接成功
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:158 | communication_com_communication通讯配置文件读取成功。
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:186 | receive串口COM11连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:221 | receive串口COM11连接成功
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:158 | communication_com_communication通讯配置文件读取成功。
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:186 | send串口COM10连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:221 | send串口COM10连接成功
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:158 | communication_com_communication通讯配置文件读取成功。
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:186 | receive串口COM13连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:221 | receive串口COM13连接成功
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:158 | communication_com_communication通讯配置文件读取成功。
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:186 | send串口COM12连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:221 | send串口COM12连接成功
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:158 | communication_com_communication通讯配置文件读取成功。
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:186 | receive串口COM15连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:221 | receive串口COM15连接成功
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:158 | communication_com_communication通讯配置文件读取成功。
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:186 | send串口COM14连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:221 | send串口COM14连接成功
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:158 | communication_com_communication通讯配置文件读取成功。
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:186 | receive串口COM17连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:221 | receive串口COM17连接成功
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:158 | communication_com_communication通讯配置文件读取成功。
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:186 | send串口COM16连接--当前可用端口:['COM1', 'COM5', 'COM6', 'COM8', 'COM10', 'COM12', 'COM14', 'COM16', 'COM2', 'COM3', 'COM7', 'COM9', 'COM11', 'COM13', 'COM15', 'COM17']
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:221 | send串口COM16连接成功
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  communication.communication_com : communication_com:44 | communication_com_store_data通讯配置文件读取成功。
2025-06-13 09:45:56 | INFO |p_comm | MainThread |  main_comm : main_comm:20 | start serial port communication!
2025-06-13 09:45:56 | INFO |p_comm | Thread-1 |  communication.communication_com : communication_com:288 | receive串口COM2开始接收数据
2025-06-13 09:45:56 | INFO |p_comm | Thread-3 |  communication.communication_com : communication_com:288 | receive串口COM3开始接收数据
2025-06-13 09:45:56 | INFO |p_comm | Thread-5 |  communication.communication_com : communication_com:288 | receive串口COM7开始接收数据
2025-06-13 09:45:56 | INFO |p_comm | Thread-7 |  communication.communication_com : communication_com:288 | receive串口COM9开始接收数据
2025-06-13 09:45:56 | INFO |p_comm | Thread-9 |  communication.communication_com : communication_com:288 | receive串口COM11开始接收数据
2025-06-13 09:45:56 | INFO |p_comm | Thread-11 |  communication.communication_com : communication_com:288 | receive串口COM13开始接收数据
2025-06-13 09:45:56 | INFO |p_comm | Thread-13 |  communication.communication_com : communication_com:288 | receive串口COM15开始接收数据
2025-06-13 09:45:56 | INFO |p_comm | Thread-15 |  communication.communication_com : communication_com:288 | receive串口COM17开始接收数据
2025-06-13 09:45:56 | INFO |p_comm | Thread-2 |  communication.communication_com : communication_com:266 | send串口COM1开始发送数据
2025-06-13 09:45:56 | INFO |p_comm | Thread-2 |  communication.communication_com : communication_com:277 | send串口COM1发送数据: {"data": "-47.3398646867613", "index": 0}
2025-06-13 09:45:56 | INFO |p_comm | Thread-1 |  communication.communication_com : communication_com:305 | receive串口COM2接收数据: {"data": "-47.3398646867613", "index": 0}
2025-06-13 09:45:56 | INFO |p_comm | Thread-4 |  communication.communication_com : communication_com:266 | send串口COM5开始发送数据
2025-06-13 09:45:56 | INFO |p_comm | Thread-4 |  communication.communication_com : communication_com:277 | send串口COM5发送数据: {"data": "60.46473015954024", "index": 1}
2025-06-13 09:45:56 | INFO |p_comm | Thread-6 |  communication.communication_com : communication_com:266 | send串口COM6开始发送数据
2025-06-13 09:45:56 | INFO |p_comm | Thread-6 |  communication.communication_com : communication_com:277 | send串口COM6发送数据: {"data": "15.90146035347874", "index": 2}
2025-06-13 09:45:56 | INFO |p_comm | Thread-8 |  communication.communication_com : communication_com:266 | send串口COM8开始发送数据
2025-06-13 09:45:56 | INFO |p_comm | Thread-8 |  communication.communication_com : communication_com:277 | send串口COM8发送数据: {"data": "-71.46213715162735", "index": 3}
2025-06-13 09:45:56 | INFO |p_comm | Thread-10 |  communication.communication_com : communication_com:266 | send串口COM10开始发送数据
2025-06-13 09:45:56 | INFO |p_comm | Thread-3 |  communication.communication_com : communication_com:305 | receive串口COM3接收数据: {"data": "60.46473015954024", "index": 1}
2025-06-13 09:45:56 | INFO |p_comm | Thread-10 |  communication.communication_com : communication_com:277 | send串口COM10发送数据: {"data": "-64.14910437717847", "index": 4}
2025-06-13 09:45:56 | INFO |p_comm | Thread-12 |  communication.communication_com : communication_com:266 | send串口COM12开始发送数据
2025-06-13 09:45:56 | INFO |p_comm | Thread-5 |  communication.communication_com : communication_com:305 | receive串口COM7接收数据: {"data": "15.90146035347874", "index": 2}
2025-06-13 09:45:56 | INFO |p_comm | Thread-14 |  communication.communication_com : communication_com:266 | send串口COM14开始发送数据
2025-06-13 09:45:56 | INFO |p_comm | Thread-7 |  communication.communication_com : communication_com:305 | receive串口COM9接收数据: {"data": "-71.46213715162735", "index": 3}
2025-06-13 09:45:56 | INFO |p_comm | Thread-16 |  communication.communication_com : communication_com:266 | send串口COM16开始发送数据
2025-06-13 09:45:56 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:59 | 存储数据线程开始工作
2025-06-13 09:45:56 | INFO |p_comm | Thread-12 |  communication.communication_com : communication_com:277 | send串口COM12发送数据: {"data": "61.809769014272064", "index": 5}
2025-06-13 09:45:56 | INFO |p_comm | Thread-9 |  communication.communication_com : communication_com:305 | receive串口COM11接收数据: {"data": "-64.14910437717847", "index": 4}
2025-06-13 09:45:56 | INFO |p_comm | Thread-14 |  communication.communication_com : communication_com:277 | send串口COM14发送数据: {"data": "-60.43329272248674", "index": 6}
2025-06-13 09:45:56 | INFO |p_comm | Thread-16 |  communication.communication_com : communication_com:277 | send串口COM16发送数据: {"data": "-76.76525310372841", "index": 7}
2025-06-13 09:45:56 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-64.14910437717847", "index": 4}
2025-06-13 09:45:56 | INFO |p_comm | Thread-11 |  communication.communication_com : communication_com:305 | receive串口COM13接收数据: {"data": "61.809769014272064", "index": 5}
2025-06-13 09:45:56 | INFO |p_comm | Thread-13 |  communication.communication_com : communication_com:305 | receive串口COM15接收数据: {"data": "-60.43329272248674", "index": 6}
2025-06-13 09:45:56 | INFO |p_comm | Thread-15 |  communication.communication_com : communication_com:305 | receive串口COM17接收数据: {"data": "-76.76525310372841", "index": 7}
2025-06-13 09:45:56 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM11/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:56 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "61.809769014272064", "index": 5}
2025-06-13 09:45:56 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM13/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:56 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-60.43329272248674", "index": 6}
2025-06-13 09:45:56 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM15/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:56 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-76.76525310372841", "index": 7}
2025-06-13 09:45:56 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM17/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:57 | INFO |p_comm | Thread-4 |  communication.communication_com : communication_com:277 | send串口COM5发送数据: {"data": "-50.66811194452796", "index": 1}
2025-06-13 09:45:57 | INFO |p_comm | Thread-12 |  communication.communication_com : communication_com:277 | send串口COM12发送数据: {"data": "80.15042640327786", "index": 5}
2025-06-13 09:45:57 | INFO |p_comm | Thread-14 |  communication.communication_com : communication_com:277 | send串口COM14发送数据: {"data": "68.95823917872087", "index": 6}
2025-06-13 09:45:57 | INFO |p_comm | Thread-10 |  communication.communication_com : communication_com:277 | send串口COM10发送数据: {"data": "98.87099282809032", "index": 4}
2025-06-13 09:45:57 | INFO |p_comm | Thread-8 |  communication.communication_com : communication_com:277 | send串口COM8发送数据: {"data": "61.48615768498348", "index": 3}
2025-06-13 09:45:57 | INFO |p_comm | Thread-16 |  communication.communication_com : communication_com:277 | send串口COM16发送数据: {"data": "40.77228446441373", "index": 7}
2025-06-13 09:45:57 | INFO |p_comm | Thread-2 |  communication.communication_com : communication_com:277 | send串口COM1发送数据: {"data": "-53.94997225306495", "index": 0}
2025-06-13 09:45:57 | INFO |p_comm | Thread-6 |  communication.communication_com : communication_com:277 | send串口COM6发送数据: {"data": "-16.11522185902703", "index": 2}
2025-06-13 09:45:57 | INFO |p_comm | Thread-3 |  communication.communication_com : communication_com:305 | receive串口COM3接收数据: {"data": "-50.66811194452796", "index": 1}
2025-06-13 09:45:57 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-50.66811194452796", "index": 1}
2025-06-13 09:45:57 | INFO |p_comm | Thread-11 |  communication.communication_com : communication_com:305 | receive串口COM13接收数据: {"data": "80.15042640327786", "index": 5}
2025-06-13 09:45:57 | INFO |p_comm | Thread-13 |  communication.communication_com : communication_com:305 | receive串口COM15接收数据: {"data": "68.95823917872087", "index": 6}
2025-06-13 09:45:57 | INFO |p_comm | Thread-9 |  communication.communication_com : communication_com:305 | receive串口COM11接收数据: {"data": "98.87099282809032", "index": 4}
2025-06-13 09:45:57 | INFO |p_comm | Thread-7 |  communication.communication_com : communication_com:305 | receive串口COM9接收数据: {"data": "61.48615768498348", "index": 3}
2025-06-13 09:45:57 | INFO |p_comm | Thread-1 |  communication.communication_com : communication_com:305 | receive串口COM2接收数据: {"data": "-53.94997225306495", "index": 0}
2025-06-13 09:45:57 | INFO |p_comm | Thread-15 |  communication.communication_com : communication_com:305 | receive串口COM17接收数据: {"data": "40.77228446441373", "index": 7}
2025-06-13 09:45:57 | INFO |p_comm | Thread-5 |  communication.communication_com : communication_com:305 | receive串口COM7接收数据: {"data": "-16.11522185902703", "index": 2}
2025-06-13 09:45:57 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM3/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:57 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "80.15042640327786", "index": 5}
2025-06-13 09:45:57 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM13/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:57 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "68.95823917872087", "index": 6}
2025-06-13 09:45:57 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM15/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:57 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "98.87099282809032", "index": 4}
2025-06-13 09:45:57 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM11/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:57 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "61.48615768498348", "index": 3}
2025-06-13 09:45:57 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM9/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:57 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-53.94997225306495", "index": 0}
2025-06-13 09:45:57 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM2/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:57 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "40.77228446441373", "index": 7}
2025-06-13 09:45:57 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM17/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:57 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-16.11522185902703", "index": 2}
2025-06-13 09:45:57 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM7/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:58 | INFO |p_comm | Thread-12 |  communication.communication_com : communication_com:277 | send串口COM12发送数据: {"data": "10.313318794671915", "index": 5}
2025-06-13 09:45:58 | INFO |p_comm | Thread-14 |  communication.communication_com : communication_com:277 | send串口COM14发送数据: {"data": "-80.03499752757006", "index": 6}
2025-06-13 09:45:58 | INFO |p_comm | Thread-10 |  communication.communication_com : communication_com:277 | send串口COM10发送数据: {"data": "61.84897535149031", "index": 4}
2025-06-13 09:45:58 | INFO |p_comm | Thread-8 |  communication.communication_com : communication_com:277 | send串口COM8发送数据: {"data": "77.3980165334321", "index": 3}
2025-06-13 09:45:58 | INFO |p_comm | Thread-2 |  communication.communication_com : communication_com:277 | send串口COM1发送数据: {"data": "41.09234639177441", "index": 0}
2025-06-13 09:45:58 | INFO |p_comm | Thread-16 |  communication.communication_com : communication_com:277 | send串口COM16发送数据: {"data": "28.812099976319672", "index": 7}
2025-06-13 09:45:58 | INFO |p_comm | Thread-6 |  communication.communication_com : communication_com:277 | send串口COM6发送数据: {"data": "-86.43213709438528", "index": 2}
2025-06-13 09:45:58 | INFO |p_comm | Thread-4 |  communication.communication_com : communication_com:277 | send串口COM5发送数据: {"data": "-21.69393292630555", "index": 1}
2025-06-13 09:45:58 | INFO |p_comm | Thread-11 |  communication.communication_com : communication_com:305 | receive串口COM13接收数据: {"data": "10.313318794671915", "index": 5}
2025-06-13 09:45:58 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "10.313318794671915", "index": 5}
2025-06-13 09:45:58 | INFO |p_comm | Thread-13 |  communication.communication_com : communication_com:305 | receive串口COM15接收数据: {"data": "-80.03499752757006", "index": 6}
2025-06-13 09:45:58 | INFO |p_comm | Thread-9 |  communication.communication_com : communication_com:305 | receive串口COM11接收数据: {"data": "61.84897535149031", "index": 4}
2025-06-13 09:45:58 | INFO |p_comm | Thread-7 |  communication.communication_com : communication_com:305 | receive串口COM9接收数据: {"data": "77.3980165334321", "index": 3}
2025-06-13 09:45:58 | INFO |p_comm | Thread-1 |  communication.communication_com : communication_com:305 | receive串口COM2接收数据: {"data": "41.09234639177441", "index": 0}
2025-06-13 09:45:58 | INFO |p_comm | Thread-15 |  communication.communication_com : communication_com:305 | receive串口COM17接收数据: {"data": "28.812099976319672", "index": 7}
2025-06-13 09:45:58 | INFO |p_comm | Thread-5 |  communication.communication_com : communication_com:305 | receive串口COM7接收数据: {"data": "-86.43213709438528", "index": 2}
2025-06-13 09:45:58 | INFO |p_comm | Thread-3 |  communication.communication_com : communication_com:305 | receive串口COM3接收数据: {"data": "-21.69393292630555", "index": 1}
2025-06-13 09:45:58 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM13/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:58 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-80.03499752757006", "index": 6}
2025-06-13 09:45:58 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM15/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:58 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "61.84897535149031", "index": 4}
2025-06-13 09:45:58 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM11/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:58 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "77.3980165334321", "index": 3}
2025-06-13 09:45:58 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM9/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:58 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "41.09234639177441", "index": 0}
2025-06-13 09:45:58 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM2/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:58 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "28.812099976319672", "index": 7}
2025-06-13 09:45:58 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM17/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:58 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-86.43213709438528", "index": 2}
2025-06-13 09:45:58 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM7/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:58 | INFO |p_comm | Thread-17 |  communication.communication_com : communication_com:100 | 存储数据线程开始存储数据: {"data": "-21.69393292630555", "index": 1}
2025-06-13 09:45:58 | INFO |p_comm | Thread-17 |  communication.util.folder_util : folder_util:54 | 文件 './data/charts/port_COM3/2025/24week/5.txt' 成功创建或写入。
2025-06-13 09:45:59 | INFO |p_comm | Thread-12 |  communication.communication_com : communication_com:277 | send串口COM12发送数据: {"data": "-95.8688732242982", "index": 5}
2025-06-13 09:45:59 | INFO |p_comm | Thread-4 |  communication.communication_com : communication_com:277 | send串口COM5发送数据: {"data": "99.1411013947681", "index": 1}
2025-06-13 09:45:59 | INFO |p_comm | Thread-10 |  communication.communication_com : communication_com:277 | send串口COM10发送数据: {"data": "30.15305121655794", "index": 4}
2025-06-13 09:45:59 | INFO |p_comm | Thread-8 |  communication.communication_com : communication_com:277 | send串口COM8发送数据: {"data": "27.327845422614644", "index": 3}
2025-06-13 09:45:59 | INFO |p_comm | Thread-6 |  communication.communication_com : communication_com:277 | send串口COM6发送数据: {"data": "26.27260849081712", "index": 2}
2025-06-13 09:45:59 | INFO |p_comm | Thread-2 |  communication.communication_com : communication_com:277 | send串口COM1发送数据: {"data": "23.96301790761477", "index": 0}
